Timestamp;Scheduled Date;Scheduled Time;Train ID;Status;Origin;Destination;Train Type Classification;Carriage Info;Raw Units
2026-03-15 20:45:09;16-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-15 22:45:54;16-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;6 cars (Nos. 71-82);MFU + MFA + MFU
2026-03-16 03:32:03;16-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-16 05:55:08;16-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-16 07:46:21;16-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-12);EB + BV + BV + BPX + BPX + BPB + BVS + AV + EB
2026-03-16 07:46:21;16-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-16 17:15:52;17-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-16 19:20:03;17-03-2026;11:02:30;393;Scheduled;KH;HMB;IC3;4 cars (Nos. 1-12);MFU + MFU
2026-03-16 19:20:03;17-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;8 cars (Nos. 1-12);EB + AV + BVS + BPB + BPX + BPX + BV + BV
2026-03-16 20:55:30;17-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-16 20:55:30;17-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-16 22:50:07;17-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-17 02:53:31;17-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-17 02:53:31;17-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 1-12);MFU + MFU
2026-03-17 07:17:50;17-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;8 cars (Nos. 5-111);BV + BV + BPX + BPX + BPB + BVS + AV + EB
2026-03-17 09:06:38;17-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-17 18:07:39;18-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-17 19:18:46;18-03-2026;11:02:30;393;Scheduled;KH;HMB;IC3;4 cars (Nos. 1-12);MFU + MFU
2026-03-17 19:18:46;18-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-12);EB + AV + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-17 20:54:53;18-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-17 20:54:53;18-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-17 22:50:23;18-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-18 03:18:05;18-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-18 03:18:05;18-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 1-12);MFU + MFU
2026-03-18 07:16:23;18-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-12);EB + BV + BV + BPX + BPX + BPB + BVS + AV + EB
2026-03-18 09:05:28;18-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-18 19:16:48;19-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-18 19:16:48;19-03-2026;11:02:30;393;Scheduled;KH;HMB;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-18 19:16:48;19-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-18 20:54:13;19-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-18 20:54:13;19-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-18 22:47:25;19-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-19 05:36:20;19-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-19 05:36:20;19-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-19 07:12:22;19-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BVS + AV + EB
2026-03-19 07:54:01;19-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-19 16:05:46;20-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFA
2026-03-19 19:12:33;20-03-2026;11:02:30;393;Scheduled;KH;HMB;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-19 19:12:33;20-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-19 20:54:10;20-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-19 20:54:10;20-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-20 02:52:19;20-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-20 04:56:28;20-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-20 04:56:28;20-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-20 07:11:18;20-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BVS + AV + EB
2026-03-20 07:52:54;20-03-2026;19:03:00;1172;Cancelled;HMB;KH;Vectron-hauled;1 cars (Nos. 111-111);EB
2026-03-20 14:59:36;20-03-2026;15:03:00;1174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-20 16:59:44;21-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-20 19:04:47;21-03-2026;11:02:30;393;Scheduled;KH;HMB;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-20 19:04:47;21-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-20 20:48:58;21-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-20 20:48:58;21-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-20 22:46:37;21-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-21 04:45:26;21-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-21 05:53:28;21-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 1-22);MFU + MFU
2026-03-21 07:44:32;21-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BVS + AV + EB
2026-03-21 08:49:10;21-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-21 16:46:16;22-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-21 18:52:50;22-03-2026;11:02:30;393;Scheduled;KH;HMB;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-21 18:52:50;22-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-21 20:40:46;22-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-21 20:40:46;22-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-21 22:40:44;22-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-22 03:19:22;22-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-22 03:19:22;22-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-22 07:48:12;22-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BV + BPB + BPX + BPX + BV + BV + EB
2026-03-22 08:50:40;22-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-22 16:46:30;23-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-22 18:54:18;23-03-2026;11:02:30;393;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-22 18:54:18;23-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BV + AV + EB
2026-03-22 20:43:26;23-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-22 20:43:26;23-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-22 22:43:28;23-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-23 03:22:02;23-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-23 05:45:44;23-03-2026;17:03:00;394;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-23 07:38:35;23-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-23 07:38:35;23-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-23 16:08:55;24-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-23 19:11:11;24-03-2026;11:02:30;393;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-23 19:11:11;24-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BV + AV + EB
2026-03-23 20:52:40;24-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-23 20:52:40;24-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-23 22:50:40;24-03-2026;15:03:00;1174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-24 03:11:33;24-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-24 05:03:02;24-03-2026;17:03:00;394;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-24 07:18:16;24-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BV + BPB + BPX + BPX + BV + BV + EB
2026-03-24 09:06:38;24-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-24 17:13:10;25-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-24 18:07:28;25-03-2026;11:02:30;393;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-24 18:07:28;25-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BV + AV + EB
2026-03-24 20:55:45;25-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-24 20:55:45;25-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-24 22:48:29;25-03-2026;15:03:00;1174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-25 03:16:29;25-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-25 05:37:18;25-03-2026;17:03:00;394;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-25 07:16:50;25-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BV + AV + EB
2026-03-25 09:06:12;25-03-2026;11:02:30;2817;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-25 09:06:12;25-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-25 17:16:34;26-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-25 19:10:23;26-03-2026;11:02:30;393;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-25 19:10:23;26-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BV + BPB + BPX + BPX + BV + BV + EB
2026-03-25 20:53:43;26-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-25 22:53:52;26-03-2026;15:03:00;1174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-26 03:25:18;26-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-26 05:47:48;26-03-2026;17:03:00;394;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-26 07:35:02;26-03-2026;11:02:30;92917;Scheduled;PA;HMB;Unknown;0 cars;
2026-03-26 07:35:02;26-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BV + AV + EB
2026-03-26 07:35:02;26-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-26 17:16:54;27-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-26 19:22:06;27-03-2026;11:02:30;393;Cancelled;KH;HMB;Talgo;17 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-26 19:22:06;27-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BV + BPB + BPX + BPX + BV + BV + EB
2026-03-26 20:49:24;27-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-26 20:49:24;27-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-26 22:49:15;27-03-2026;15:03:00;1174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-27 03:28:09;27-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-27 05:48:41;27-03-2026;17:03:00;394;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-27 07:22:59;27-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BV + AV + EB
2026-03-27 09:06:40;27-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-27 10:04:34;27-03-2026;11:02:00;2293;Scheduled;KH;FLB;Talgo;18 cars (Nos. 1-111);EB + EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-27 16:03:37;28-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-27 19:09:38;28-03-2026;11:02:30;2293;Scheduled;PA;HMB;Unknown;0 cars;
2026-03-27 19:09:38;28-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BV + BPB + BPX + BPX + BV + BV + EB
2026-03-27 20:53:56;28-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-27 20:53:56;28-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-27 22:50:40;28-03-2026;15:03:00;1174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-28 03:14:24;28-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD
2026-03-28 05:03:15;28-03-2026;17:03:00;394;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-28 07:12:05;28-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BV + AV + EB
2026-03-28 07:51:49;28-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-28 16:49:35;29-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-28 18:58:59;29-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + BPB + BPX + BV + BV + BPX + BVS + AV + EB
2026-03-28 20:47:36;29-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-28 20:47:36;29-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-28 22:46:53;29-03-2026;15:03:00;1174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-29 03:33:23;29-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-29 03:33:23;29-03-2026;17:03:00;394;Scheduled;PA;KH;Talgo;17 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-29 03:33:23;29-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BVS + BPX + BV + BV + BPX + BPB + EB
2026-03-29 07:17:57;29-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-29 08:56:58;29-03-2026;11:02:30;2293;Scheduled;PA;HMB;Unknown;0 cars;
2026-03-29 15:45:19;30-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-29 17:47:07;30-03-2026;11:02:30;393;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-29 17:47:07;30-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-111);EB + AV + BV + BPB + BPX + BPX + BV + BV + EB
2026-03-29 19:44:44;30-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
