Timestamp;Scheduled Date;Scheduled Time;Train ID;Status;Origin;Destination;Train Type Classification;Carriage Info;Raw Units
2026-03-14 18:56:24;15-03-2026;11:02:30;92463;Scheduled;PA;AFW;Unknown;0 cars;
2026-03-14 18:56:24;15-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;8 cars (Nos. 1-111);EB + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-14 20:43:53;15-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
2026-03-14 20:43:53;15-03-2026;13:03:00;396;Scheduled;HMB;KH;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-14 22:43:44;15-03-2026;15:03:00;51174;Scheduled;HMB;KH;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-15 03:29:29;15-03-2026;17:02:30;397;Scheduled;KH;HMB;Talgo;16 cars (Nos. 1-25);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD
2026-03-15 05:42:40;15-03-2026;17:03:00;394;Scheduled;HMB;KH;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-15 07:52:11;15-03-2026;19:02:30;399;Scheduled;KH;HMB;German IC Coaches;8 cars (Nos. 1-111);EB + BV + BV + BPX + BPX + BPB + BVS + EB
2026-03-15 08:52:51;15-03-2026;19:03:00;1172;Scheduled;HMB;KH;Talgo;17 cars (Nos. 1-111);EB + BPD + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPH + AP + APT + BPD + EB
2026-03-15 16:48:17;16-03-2026;09:02:30;1173;Scheduled;KH;HMB;IC3;4 cars (Nos. 71-82);MFU + MFU
2026-03-15 18:57:34;16-03-2026;11:02:30;393;Scheduled;KH;HMB;IC3;4 cars (Nos. 11-22);MFU + MFU
2026-03-15 18:57:34;16-03-2026;11:03:00;398;Scheduled;HMB;KH;German IC Coaches;9 cars (Nos. 1-12);EB + AV + BVS + BPB + BPX + BPX + BV + BV + EB
2026-03-15 20:45:09;16-03-2026;13:02:30;1175;Scheduled;KH;HMB;Talgo;17 cars (Nos. 1-111);EB + BPD + APT + AP + BPH + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BP + BPT + BPD + EB
